AgeConducteur,SexeConducteur,BonusMalus,FrequencePaiement,AgeVehicule,ClasseVehicule,PuissanceVehicule,CarburantVehicule,UsageVehicule,Garage,Region,PrimeCommerciale
34.0,M,51.0,Half-yearly,10.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,205.3
36.0,M,50.0,Annual,3.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,351.0
33.0,M,50.0,Annual,5.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,South West,418.2
32.0,M,72.0,Half-yearly,9.0,Medium high,P15,Diesel,Private+trip to office,Closed zbox,South West,438.3
38.0,M,50.0,Half-yearly,0.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,393.1
62.0,M,50.0,Half-yearly,0.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Headquarters,430.0
35.0,M,60.0,Half-yearly,4.0,Cheap,P12,Regular,Private+trip to office,Opened collective parking,Paris area,703.1
36.0,M,60.0,Quarterly,4.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,298.1
37.0,M,50.0,Half-yearly,9.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,374.2
32.0,M,50.0,Half-yearly,9.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,South West,228.2
38.0,M,55.00000000000001,Half-yearly,6.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Paris area,427.3
36.0,M,50.0,Annual,7.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Headquarters,322.7
56.0,M,50.0,Annual,3.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,South West,339.7
68.0,M,50.0,Annual,7.0,Cheap,P13,Diesel,Private+trip to office,Opened collective parking,South West,471.0
37.0,F,80.0,Annual,7.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,284.8
29.0,M,68.0,Half-yearly,11.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,285.3
32.0,M,60.0,Half-yearly,11.0,Cheap,P9,Regular,Private+trip to office,Street,Center,231.0
50.0,M,50.0,Annual,7.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,255.2
43.0,M,50.0,Half-yearly,1.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,386.4
56.0,M,50.0,Annual,1.0,Medium low,P14,Diesel,Private+trip to office,Street,Center,663.2
39.0,M,67.0,Annual,11.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Center,367.1
38.0,M,68.0,Annual,0.0,Cheap,P11,Diesel,Professional,Closed zbox,Headquarters,696.7
40.0,M,50.0,Half-yearly,2.0,Medium low,P15,Diesel,Private+trip to office,Street,Headquarters,950.2
23.0,F,76.0,Annual,0.0,Cheap,P11,Diesel,Private+trip to office,Street,Paris area,791.8
32.0,M,54.0,Annual,3.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,399.3
33.0,F,90.0,Half-yearly,12.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,South West,408.6
31.0,M,64.0,Half-yearly,10.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Headquarters,164.4
38.0,M,76.0,Quarterly,9.0,Expensive,P16,Diesel,Private+trip to office,Opened collective parking,Center,488.5
26.0,F,68.0,Monthly,5.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Headquarters,652.7
36.0,M,72.0,Half-yearly,7.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Center,350.6
62.0,M,51.0,Annual,5.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,South West,514.4
25.0,M,80.0,Half-yearly,7.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,South West,427.6
29.0,F,64.0,Half-yearly,4.0,Cheap,P11,Regular,Private+trip to office,Street,Center,440.3
45.0,M,54.0,Half-yearly,6.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,287.5
40.0,F,50.0,Half-yearly,9.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,199.7
31.0,M,62.0,Half-yearly,10.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,Center,498.5
42.0,F,50.0,Half-yearly,10.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,267.5
26.0,M,90.0,Annual,11.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,South West,393.8
40.0,F,51.0,Half-yearly,1.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,293.7
23.0,F,76.0,Quarterly,14.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Center,202.9
28.0,F,60.0,Annual,2.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Paris area,589.2
52.0,M,50.0,Annual,13.0,Expensive,P16,Diesel,Private+trip to office,Closed collective parking,Headquarters,536.2
45.0,M,50.0,Half-yearly,9.0,Cheap,P9,Regular,Private+trip to office,Street,Center,186.4
54.0,M,50.0,Annual,4.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,311.6
49.0,F,50.0,Annual,3.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Paris area,429.9
36.0,M,85.0,Annual,9.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Paris area,289.2
43.0,F,50.0,Annual,2.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,298.6
28.0,F,76.0,Half-yearly,10.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,252.1
55.0,M,50.0,Half-yearly,12.0,Medium,P13,Diesel,Private+trip to office,Opened collective parking,Paris area,305.0
28.0,F,90.0,Half-yearly,4.0,Cheap,P7,Regular,Private+trip to office,Closed zbox,Center,438.6
24.0,F,80.0,Monthly,8.0,Cheap,P8,Regular,Private+trip to office,Street,Headquarters,284.0
45.0,M,68.0,Annual,15.0,Cheap,P5,Regular,Private+trip to office,Closed zbox,Headquarters,128.9
32.0,M,72.0,Half-yearly,10.0,Cheap,P7,Regular,Private+trip to office,Closed zbox,Center,156.2
38.0,M,60.0,Annual,4.0,Cheap,P11,Diesel,Private+trip to office,Street,South West,477.2
23.0,F,80.0,Half-yearly,7.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,South West,523.6
33.0,M,54.0,Quarterly,2.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,418.1
35.0,F,76.0,Half-yearly,12.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Center,259.8
31.0,F,68.0,Quarterly,23.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,South West,363.4
28.0,F,64.0,Half-yearly,2.0,Cheap,P8,Regular,Private+trip to office,Street,Paris area,437.2
60.0,M,55.00000000000001,Annual,8.0,Cheap,P13,Diesel,Private+trip to office,Opened collective parking,Center,263.9
60.0,M,52.0,Annual,8.0,Cheap,P13,Diesel,Private+trip to office,Opened collective parking,Center,288.3
45.0,F,60.0,Half-yearly,4.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,355.0
40.0,F,90.0,Half-yearly,4.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Paris area,504.7
28.0,M,64.0,Half-yearly,9.0,Expensive,P15,Regular,Private+trip to office,Closed zbox,Headquarters,668.6
38.0,M,55.00000000000001,Annual,9.0,Medium low,P13,Regular,Private+trip to office,Closed collective parking,Center,377.2
29.0,M,95.0,Quarterly,14.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,336.1
43.0,M,64.0,Annual,10.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,South West,217.6
34.0,F,50.0,Annual,2.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Paris area,287.2
34.0,F,54.0,Half-yearly,11.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Center,250.0
37.0,F,50.0,Annual,3.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,389.9
23.0,F,95.0,Half-yearly,5.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,794.4
31.0,M,59.0,Annual,5.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,Headquarters,483.4
23.0,M,106.0,Half-yearly,5.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,654.6
32.0,M,68.0,Half-yearly,4.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,627.7
49.0,M,50.0,Annual,15.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,113.1
22.0,M,90.0,Quarterly,15.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,374.7
37.0,M,60.0,Half-yearly,6.0,Cheap,P11,Diesel,Private+trip to office,Street,Paris area,375.8
28.0,F,72.0,Annual,5.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,474.2
50.0,M,50.0,Half-yearly,1.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Headquarters,272.9
47.0,F,60.0,Half-yearly,12.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Paris area,208.2
31.0,F,73.0,Annual,9.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Paris area,263.6
33.0,F,80.0,Half-yearly,15.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,235.3
44.0,M,50.0,Annual,8.0,Cheap,P10,Diesel,Private+trip to office,Street,Headquarters,263.9
45.0,F,90.0,Annual,10.0,Cheap,P7,Regular,Private+trip to office,Closed zbox,Center,187.9
47.0,M,80.0,Annual,15.0,Cheap,P5,Regular,Private+trip to office,Closed collective parking,Center,260.3
53.0,M,50.0,Annual,14.0,Cheap,P9,Diesel,Private+trip to office,Closed collective parking,Center,117.2
44.0,M,72.0,Half-yearly,3.0,Cheap,P11,Diesel,Private+trip to office,Street,Paris area,808.8
35.0,M,76.0,Half-yearly,12.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Center,423.1
35.0,M,85.0,Half-yearly,11.0,Cheap,P7,Regular,Private+trip to office,Street,Center,285.8
46.0,F,50.0,Half-yearly,10.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,173.4
38.0,F,57.99999999999999,Half-yearly,3.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,324.9
39.0,M,71.0,Half-yearly,6.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Headquarters,730.0
33.0,M,51.0,Half-yearly,8.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,346.0
50.0,M,50.0,Half-yearly,7.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Headquarters,304.8
43.0,F,57.99999999999999,Half-yearly,4.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Headquarters,282.2
35.0,F,85.0,Quarterly,2.0,Cheap,P10,Regular,Private+trip to office,Street,Paris area,1011.9
28.0,F,60.0,Half-yearly,6.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,311.4
71.0,M,50.0,Half-yearly,4.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,South West,263.4
47.0,M,55.00000000000001,Half-yearly,6.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,392.2
23.0,M,90.0,Quarterly,5.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,South West,775.1
27.0,M,72.0,Half-yearly,8.0,Cheap,P14,Regular,Private+trip to office,Closed collective parking,Headquarters,445.4
36.0,M,52.0,Half-yearly,3.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,376.8
35.0,M,50.0,Annual,3.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,South West,373.4
41.0,M,50.0,Annual,13.0,Medium low,P12,Regular,Private+trip to office,Closed zbox,Center,227.2
49.0,M,54.0,Half-yearly,13.0,Cheap,P10,Regular,Private+trip to office,Street,Center,261.3
26.0,M,80.0,Annual,13.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Headquarters,373.8
38.0,F,76.0,Quarterly,9.0,Cheap,P9,Regular,Private+trip to office,Street,Headquarters,433.2
57.0,F,50.0,Half-yearly,10.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Headquarters,222.2
30.0,M,68.0,Half-yearly,13.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,290.8
22.0,M,90.0,Half-yearly,5.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Paris area,877.8
28.0,F,60.0,Annual,5.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Center,353.5
54.0,M,54.0,Half-yearly,6.0,Cheap,P13,Diesel,Private+trip to office,Closed collective parking,Center,532.0
45.0,M,50.0,Annual,3.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,265.1
25.0,M,85.0,Annual,9.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,385.2
34.0,M,80.0,Annual,6.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Headquarters,428.0
39.0,M,50.0,Half-yearly,8.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Center,263.3
49.0,F,50.0,Annual,6.0,Medium,P12,Regular,Private+trip to office,Closed zbox,Headquarters,545.5
40.0,F,90.0,Annual,12.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,221.8
39.0,F,50.0,Half-yearly,3.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,South West,365.8
56.0,M,50.0,Annual,9.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,267.9
32.0,F,76.0,Half-yearly,14.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,South West,380.2
55.0,M,50.0,Half-yearly,8.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,197.2
43.0,M,69.0,Half-yearly,10.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Center,393.6
43.0,F,50.0,Annual,1.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,South West,329.1
35.0,M,68.0,Half-yearly,6.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Headquarters,296.3
41.0,M,71.0,Annual,14.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,281.7
30.0,F,68.0,Annual,8.0,Cheap,P11,Diesel,Private+trip to office,Closed collective parking,Paris area,372.8
53.0,M,50.0,Annual,8.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Paris area,236.5
42.0,M,50.0,Half-yearly,2.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,508.0
35.0,F,50.0,Half-yearly,9.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,212.3
29.0,M,90.0,Half-yearly,5.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,331.7
36.0,M,50.0,Half-yearly,1.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Paris area,477.2
34.0,M,64.0,Half-yearly,2.0,Cheap,P13,Diesel,Private+trip to office,Closed zbox,Center,590.1
60.0,M,50.0,Annual,3.0,Cheap,P11,Regular,Private+trip to office,Opened collective parking,Center,413.8
26.0,F,100.0,Annual,11.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Center,338.1
50.0,M,50.0,Annual,2.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,355.2
23.0,M,85.0,Half-yearly,4.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Center,706.3
35.0,M,60.0,Half-yearly,5.0,Medium,P14,Diesel,Private+trip to office,Opened collective parking,Center,660.8
34.0,F,50.0,Half-yearly,4.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,244.9
37.0,M,64.0,Half-yearly,8.0,Cheap,P10,Regular,Private+trip to office,Street,South West,454.1
48.0,F,68.0,Half-yearly,17.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,348.8
36.0,M,50.0,Half-yearly,7.0,Medium high,P14,Regular,Private+trip to office,Closed zbox,Center,592.6
31.0,M,76.0,Half-yearly,10.0,Cheap,P10,Regular,Private+trip to office,Opened collective parking,South West,412.4
43.0,M,72.0,Half-yearly,6.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Paris area,605.2
24.0,M,90.0,Quarterly,5.0,Medium low,P11,Diesel,Private+trip to office,Opened collective parking,South West,625.9
47.0,M,50.0,Annual,2.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,504.9
48.0,F,72.0,Annual,14.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Headquarters,225.8
34.0,M,56.99999999999999,Half-yearly,14.0,Cheap,P7,Regular,Private+trip to office,Opened collective parking,Paris area,162.4
33.0,M,72.0,Half-yearly,9.0,Cheap,P12,Diesel,Private+trip to office,Closed collective parking,Headquarters,592.8
46.0,M,50.0,Half-yearly,6.0,Medium,P15,Regular,Private+trip to office,Closed zbox,Center,633.5
76.0,M,54.0,Annual,4.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,South West,471.2
47.0,M,54.0,Annual,1.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,South West,352.7
28.0,M,80.0,Quarterly,6.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Center,463.7
47.0,M,50.0,Annual,2.0,Cheap,P12,Diesel,Private+trip to office,Closed zbox,Headquarters,391.3
32.0,F,64.0,Annual,3.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,322.5
27.0,F,76.0,Half-yearly,5.0,Cheap,P10,Diesel,Private+trip to office,Street,Headquarters,720.1
38.0,F,57.99999999999999,Half-yearly,2.0,Cheap,P13,Regular,Private+trip to office,Closed collective parking,Center,660.4
28.0,M,60.0,Annual,3.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Paris area,523.2
28.0,M,64.0,Half-yearly,4.0,Cheap,P10,Diesel,Private+trip to office,Closed zbox,Center,370.2
43.0,M,50.0,Half-yearly,8.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Headquarters,471.7
48.0,F,60.0,Quarterly,3.0,Medium,P13,Regular,Private+trip to office,Closed zbox,Center,776.7
47.0,M,50.0,Half-yearly,5.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Center,246.2
45.0,M,90.0,Quarterly,3.0,Cheap,P14,Diesel,Private+trip to office,Street,Paris area,861.4
36.0,M,50.0,Annual,3.0,Medium low,P13,Diesel,Private+trip to office,Closed zbox,South West,421.2
23.0,F,80.0,Annual,8.0,Cheap,P10,Regular,Private+trip to office,Closed collective parking,Center,438.8
21.0,M,85.0,Quarterly,10.0,Cheap,P11,Regular,Private+trip to office,Closed collective parking,South West,466.8
26.0,M,80.0,Half-yearly,7.0,Medium low,P14,Regular,Private+trip to office,Closed zbox,Paris area,861.0
41.0,M,50.0,Quarterly,6.0,Medium high,P16,Diesel,Private+trip to office,Closed collective parking,Headquarters,445.5
64.0,M,50.0,Annual,4.0,Cheap,P13,Regular,Private+trip to office,Closed zbox,Headquarters,308.2
50.0,F,50.0,Annual,10.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Center,194.0
40.0,M,70.0,Quarterly,6.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,South West,973.6
26.0,M,68.0,Half-yearly,1.0,Cheap,P11,Diesel,Private+trip to office,Opened collective parking,Center,484.5
44.0,M,50.0,Annual,1.0,Cheap,P13,Diesel,Private+trip to office,Street,Center,527.8
31.0,F,100.0,Half-yearly,4.0,Cheap,P9,Regular,Private+trip to office,Closed collective parking,Paris area,378.4
32.0,F,80.0,Half-yearly,21.0,Cheap,P4,Regular,Private+trip to office,Closed zbox,Center,169.1
58.0,M,95.0,Half-yearly,14.0,Cheap,P11,Diesel,Private+trip to office,Street,Center,513.7
41.0,M,85.0,Half-yearly,7.0,Cheap,P12,Regular,Private+trip to office,Closed collective parking,Paris area,520.6
59.0,M,90.0,Annual,14.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,310.2
44.0,M,50.0,Half-yearly,6.0,Medium high,P15,Regular,Private+trip to office,Closed zbox,South West,581.4
33.0,F,54.0,Annual,13.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,187.3
39.0,M,68.0,Half-yearly,11.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,265.0
33.0,M,50.0,Half-yearly,8.0,Cheap,P13,Regular,Private+trip to office,Opened collective parking,Center,384.9
78.0,M,50.0,Half-yearly,8.0,Cheap,P11,Regular,Private+trip to office,Closed zbox,Headquarters,201.6
34.0,F,95.0,Half-yearly,13.0,Cheap,P11,Diesel,Private+trip to office,Street,Center,506.4
31.0,M,72.0,Half-yearly,7.0,Cheap,P10,Diesel,Private+trip to office,Street,South West,340.4
41.0,M,51.0,Half-yearly,5.0,Expensive,P16,Regular,Private+trip to office,Closed zbox,Paris area,749.5
42.0,M,50.0,Half-yearly,1.0,Cheap,P11,Diesel,Private+trip to office,Closed zbox,Center,368.7
27.0,M,95.0,Quarterly,9.0,Cheap,P9,Regular,Private+trip to office,Opened collective parking,Paris area,506.1
35.0,M,51.0,Half-yearly,6.0,Cheap,P12,Regular,Private+trip to office,Closed zbox,Center,366.2
61.0,M,65.0,Annual,7.0,Cheap,P13,Diesel,Private+trip to office,Street,Center,610.2
52.0,M,50.0,Annual,12.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Headquarters,319.9
38.0,F,51.0,Annual,11.0,Cheap,P8,Regular,Private+trip to office,Opened collective parking,Paris area,187.5
41.0,M,50.0,Half-yearly,3.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,South West,610.6
44.0,M,50.0,Half-yearly,10.0,Cheap,P9,Diesel,Private+trip to office,Street,Center,227.6
53.0,M,50.0,Half-yearly,6.0,Cheap,P9,Regular,Private+trip to office,Closed zbox,Center,247.0
53.0,M,61.0,Half-yearly,10.0,Cheap,P13,Regular,Professional,Street,Center,340.8
41.0,M,50.0,Annual,4.0,Medium low,P14,Diesel,Private+trip to office,Closed zbox,Center,487.4
34.0,F,56.99999999999999,Half-yearly,17.0,Cheap,P10,Regular,Private+trip to office,Closed zbox,Center,156.2
38.0,F,65.0,Half-yearly,7.0,Cheap,P10,Diesel,Private+trip to office,Closed collective parking,Center,449.0
45.0,M,50.0,Half-yearly,8.0,Cheap,P8,Regular,Private+trip to office,Closed collective parking,Paris area,324.2
49.0,M,50.0,Annual,12.0,Medium high,P13,Diesel,Private+trip to office,Street,Center,186.9
52.0,M,55.00000000000001,Annual,13.0,Cheap,P8,Regular,Private+trip to office,Closed zbox,Paris area,184.2
